id,x,y,m,f,total
95602875,494352,286143,66666.92,77025.88,143692.8
95602876,494352,286193,80806.11,93393.95,174200.06
95602877,494352,286243,72279.32,83500.43,155779.75
95602878,494352,286293,75928.39,87752.74,163681.13
95602879,494352,286343,22087.56,23723.43,45810.99
95602880,494352,286393,23184.75,24915.58,48100.33
95602881,494352,286443,20855.17,22410.39,43265.56
95602882,494352,286493,22002.05,23638.7,45640.75
95602883,494352,286543,20852.01,22392.2,43244.21
95602884,494352,286593,19853.59,21332.74,41186.33
95602885,494352,286643,21868.22,23505.24,45373.46
95602886,494352,286693,21357.21,22959.45,44316.66
95602887,494352,286743,8730.79,9682.76,18413.55
95602935,494352,289143,6027.37,6874.63,12902
95602936,494352,289193,6025.46,6871.9,12897.36
95614997,494402,282793,4894.36,4562.97,9457.33
95614998,494402,282843,13160.71,11707.35,24868.06
95615000,494402,282943,13160.71,11707.35,24868.06
95615001,494402,282993,54588.52,56767.62,111356.14
95615002,494402,283043,54588.52,56767.62,111356.14
95615003,494402,283093,43322,45030.57,88352.57
95615004,494402,283143,63538.34,97242.44,160780.78
95615005,494402,283193,59792.69,91446.76,151239.45
95615006,494402,283243,30423.98,45477.56,75901.54
95615007,494402,283293,40414.86,41030.85,81445.71
95615008,494402,283343,31766.47,32157.36,63923.83
95615009,494402,283393,10649.05,10777.14,21426.19
95615010,494402,283443,63649.4,64949.83,128599.23
95615011,494402,283493,1336.91,1402.52,2739.43
95615012,494402,283543,64319.02,58845.3,123164.32
95615013,494402,283593,73260.48,62631,135891.48
95615014,494402,283643,160330.15,137032.04,297362.19
95615015,494402,283693,117553.66,100315.14,217868.8
95615016,494402,283743,46205.61,41203.35,87408.96
95615017,494402,283793,44107.28,40826.34,84933.62
95615018,494402,283843,74455.65,69087.71,143543.36
95615019,494402,283893,99960.03,92759.71,192719.74
95615020,494402,283943,33993.61,31502.01,65495.62
95615021,494402,283993,31709.09,29423.46,61132.55
95615022,494402,284043,64730.06,60090.8,124820.86
95615023,494402,284093,59415.24,55073.7,114488.94
95615024,494402,284143,53049.41,58280.98,111330.39
95615025,494402,284193,52524.28,57653.49,110177.77
95615026,494402,284243,49234.74,54051.2,103285.94
95615027,494402,284293,74458.6,81717.61,156176.21
95615028,494402,284343,55568.19,61018.54,116586.73
95615029,494402,284393,42615.17,46771.72,89386.89
95615030,494402,284443,114289.99,125372.21,239662.2
95615031,494402,284493,127389.67,139681.42,267071.09
95615032,494402,284543,106553.09,119086.61,225639.7
95615033,494402,284593,22799.66,25484.27,48283.93
95615034,494402,284643,17230.34,19247.62,36477.96
95615035,494402,284693,56834.64,63443.16,120277.8
95615036,494402,284743,46911.18,52375.63,99286.81
95615037,494402,284793,24021.65,26802.22,50823.87
95615038,494402,284843,22000.86,21242.1,43242.96
95615039,494402,284893,28140.01,27157.17,55297.18
95615040,494402,284943,28140.01,27157.17,55297.18
95615041,494402,284993,20984.32,20250.89,41235.21
95615042,494402,285043,21252.3,20505.09,41757.39
95615043,494402,285093,11526.54,11143.76,22670.3
95615044,494402,285143,60009.01,74570.38,134579.39
95615045,494402,285193,44390.73,55189.37,99580.1
95615046,494402,285243,70789.1,88049.39,158838.49
95615047,494402,285293,59747.89,74716.35,134464.24
95615048,494402,285343,57433.47,71793.68,129227.15
95615049,494402,285393,41312.63,51749.81,93062.44
95615050,494402,285443,52910.52,66172.08,119082.6
95615051,494402,285493,59600,74539.47,134139.47
95615052,494402,285543,67874.49,84827.15,152701.64
95615053,494402,285593,60808.63,63414.14,124222.77
95615054,494402,285643,57905.24,61426.66,119331.9
95615055,494402,285693,53127.73,56360.33,109488.06
95615056,494402,285743,57288.09,60779.37,118067.46
95615057,494402,285793,53630.34,56898.82,110529.16
95615058,494402,285843,53878.62,57160.1,111038.72
95615059,494402,285893,47388.33,50273.14,97661.47
95615060,494402,285943,68092.33,72226.98,140319.31
95615061,494402,285993,98391.61,112917.62,211309.23
95615062,494402,286043,92247.7,106557.83,198805.53
95615063,494402,286093,60067.2,69404.53,129471.73
95615064,494402,286143,51358.05,59303.5,110661.55
95615065,494402,286193,83999.34,97071.02,181070.36
95615066,494402,286243,78474.4,90702.76,169177.16
95615067,494402,286293,83650.61,96647.21,180297.82
95615068,494402,286343,64500.91,74736.84,139237.75
95615069,494402,286393,20408.82,21927.4,42336.22
95615070,494402,286443,18567.23,19967.18,38534.41
95615071,494402,286493,21321.13,22914.28,44235.41
95615072,494402,286543,19640.03,21107.1,40747.13
95615073,494402,286593,17900.29,19233.45,37133.74
95615074,494402,286643,16723.68,17971.41,34695.09
95615075,494402,286693,14082.12,15116.48,29198.6
95615076,494402,286743,12202.87,13329.77,25532.64
95615124,494402,289143,6027.37,6874.63,12902
95615125,494402,289193,6027.37,6874.63,12902
95615126,494402,289243,6027.37,6874.63,12902
95615127,494402,289293,7779.73,8855.43,16635.16
95627185,494452,282743,13160.71,11707.35,24868.06
95627186,494452,282793,9943.83,8901.79,18845.62
95627187,494452,282843,9694.18,8695.16,18389.34
95627189,494452,282943,4945.04,4609.15,9554.19
95627190,494452,282993,52392.63,54499.92,106892.55
95627191,494452,283043,26473.46,27569.51,54042.97
95627192,494452,283093,54588.52,56767.62,111356.14
95627193,494452,283143,71208.74,107763.71,178972.45
95627194,494452,283193,19263.42,28512.19,47775.61
95627195,494452,283243,49788.34,74917.49,124705.83
95627198,494452,283393,36931.09,37433.77,74364.86
95627200,494452,283493,78498.61,82876.57,161375.18
95627201,494452,283543,161585.05,146135.16,307720.21
95627202,494452,283593,112242.63,95996.98,208239.61
95627203,494452,283643,178392.51,152605.15,330997.66
95627204,494452,283693,84270.98,74115.29,158386.27
95627205,494452,283743,100456.96,88330.81,188787.77
95627206,494452,283793,104836.58,93618.32,198454.9
95627207,494452,283843,58329.21,52071.53,110400.74
95627208,494452,283893,78524.76,72935.18,151459.94
95627209,494452,283943,62325.82,57847.77,120173.59
95627210,494452,283993,143798.68,133783.9,277582.58
95627211,494452,284043,46928.39,43560.95,90489.34
95627212,494452,284093,48562.76,47854.28,96417.04
95627213,494452,284143,34280.55,37603.62,71884.17
95627214,494452,284193,45598.33,50035.19,95633.52
95627215,494452,284243,54242.07,59569.82,113811.89
95627216,494452,284293,50611.62,55559.75,106171.37
95627217,494452,284343,82005.36,90024.5,172029.86
95627218,494452,284393,117699.62,129151.33,246850.95
95627219,494452,284443,26589.57,29233.39,55822.96
95627220,494452,284493,231381.48,253740.12,485121.6
95627221,494452,284543,158572.55,177215.97,335788.52
95627222,494452,284593,35699.12,39867.61,75566.73
95627223,494452,284643,40895.54,45664.81,86560.35
95627224,494452,284693,13433.23,14995.38,28428.61
95627225,494452,284743,2758.58,3208.99,5967.57
95627226,494452,284793,49946.49,55774.85,105721.34
95627227,494452,284843,28140.01,27157.17,55297.18
95627228,494452,284893,28140.01,27157.17,55297.18
95627229,494452,284943,28140.01,27157.17,55297.18
95627230,494452,284993,9420.05,9123.15,18543.2
95627232,494452,285093,18969.66,18309.29,37278.95
95627233,494452,285143,31274.78,38916.92,70191.7
95627234,494452,285193,12363.12,15374.52,27737.64
95627235,494452,285243,83638.89,103908.82,187547.71
95627236,494452,285293,60088.52,75146.42,135234.94
95627237,494452,285343,57646.32,72045.69,129692.01
95627238,494452,285393,48427.89,60522.51,108950.4
95627239,494452,285443,52021.97,65060.55,117082.52
95627240,494452,285493,105855.87,110286.79,216142.66
95627241,494452,285543,76899.45,80141.02,157040.47
95627242,494452,285593,66967.96,69814.26,136782.22
95627243,494452,285643,82324.73,85814.55,168139.28
95627244,494452,285693,46876.83,49717.41,96594.24
95627245,494452,285743,57729.1,61247.88,118976.98
95627246,494452,285793,41552.85,44103.34,85656.19
95627247,494452,285843,20396.67,21658.07,42054.74
95627248,494452,285893,29767.44,31576.35,61343.79
95627249,494452,285943,107811.55,121587.32,229398.87
95627250,494452,285993,107503.98,121183.07,228687.05
95627251,494452,286043,131774.94,148635.29,280410.23
95627252,494452,286093,60708.98,70137.52,130846.5
95627253,494452,286143,101794.12,117576.61,219370.73
95627254,494452,286193,67462.5,77969.57,145432.07
95627255,494452,286243,86794.15,100228.73,187022.88
95627256,494452,286293,83191.06,96067.61,179258.67
95627257,494452,286343,83187,96045.73,179232.73
95627258,494452,286393,19908.61,21391.71,41300.32
95627259,494452,286443,15111.24,16243.56,31354.8
95627260,494452,286493,20843.54,22410.71,43254.25
95627261,494452,286543,21182.73,22780.8,43963.53
95627262,494452,286593,19737.72,21222.3,40960.02
95627263,494452,286643,47837.32,51384.05,99221.37
95627264,494452,286693,68530.19,73564.83,142095.02
95627313,494452,289143,6027.37,6874.63,12902
95627314,494452,289193,6025.46,6871.9,12897.36
95627315,494452,289243,6025.46,6871.9,12897.36
95627316,494452,289293,6025.46,6871.9,12897.36
95639373,494502,282693,13160.71,11707.35,24868.06
95639374,494502,282743,13160.71,11707.35,24868.06
95639377,494502,282893,13160.71,11707.35,24868.06
95639378,494502,282943,6741.21,7176.25,13917.46
95639379,494502,282993,20091.57,21061.62,41153.19
95639380,494502,283043,32542.04,33832.38,66374.42
95639381,494502,283093,62949.22,65568.95,128518.17
95639382,494502,283143,53305.23,81333.97,134639.2
95639383,494502,283193,68155.5,103016.38,171171.88
95639384,494502,283243,64179.35,98261.66,162441.01
95639385,494502,283293,75187.82,115412.9,190600.72
95639386,494502,283343,5708.38,3426.52,9134.9
95639387,494502,283393,34633.96,20274.73,54908.69
95639388,494502,283443,97391.09,57675.1,155066.19
95639389,494502,283493,204282.19,119815.46,324097.65
95639390,494502,283543,84191.87,71992.44,156184.31
95639391,494502,283593,111283.49,95101.2,206384.69
95639392,494502,283643,78866.13,69357.99,148224.12
95639393,494502,283693,81127.46,71316.81,152444.27
95639394,494502,283743,81630.69,71778.34,153409.03
95639395,494502,283793,61536.78,54099.35,115636.13
95639396,494502,283843,52540.82,46891.05,99431.87
95639397,494502,283893,56450.04,50386.11,106836.15
95639398,494502,283943,50565.17,46942.84,97508.01
95639399,494502,283993,56550.43,52392.87,108943.3
95639400,494502,284043,57034,52888,109922
95639401,494502,284093,57931.09,57193.92,115125.01
95639402,494502,284143,42232.61,46358.83,88591.44
95639403,494502,284193,52252.53,57351.19,109603.72
95639404,494502,284243,48221.35,52944.41,101165.76
95639405,494502,284293,23245.4,25485.17,48730.57
95639406,494502,284343,64103.69,70355.36,134459.05
95639407,494502,284393,77257.07,84725.42,161982.49
95639408,494502,284443,26739.91,29398.45,56138.36
95639409,494502,284493,49100.19,53879.84,102980.03
95639410,494502,284543,29630.83,32507.45,62138.28
95639411,494502,284593,35673.53,39848.07,75521.6
95639412,494502,284643,37520.52,41897.38,79417.9
95639413,494502,284693,12336.34,13763.58,26099.92
95639414,494502,284743,21862.59,24418.26,46280.85
95639415,494502,284793,27.18,31.07,58.25
95639416,494502,284843,28140.01,27157.17,55297.18
95639417,494502,284893,28140.01,27157.17,55297.18
95639418,494502,284943,28140.01,27157.17,55297.18
95639420,494502,285043,22141.41,21362.49,43503.9
95639421,494502,285093,27678.65,26707.9,54386.55
95639422,494502,285143,53575.32,66548.32,120123.64
95639423,494502,285193,27884.07,34659.23,62543.3
95639424,494502,285243,119814.01,148864.14,268678.15
95639425,494502,285293,72926.04,91208.22,164134.26
95639426,494502,285343,41060.55,51442.97,92503.52
95639427,494502,285393,53410.71,66809.98,120220.69
95639428,494502,285443,55325.62,57661.24,112986.86
95639429,494502,285493,84824.73,88404.79,173229.52
95639430,494502,285543,84071.43,87614.57,171686
95639431,494502,285593,67086.74,69968.21,137054.95
95639432,494502,285643,52939.09,43381.52,96320.61
95639433,494502,285693,82284.79,67414.17,149698.96
95639434,494502,285743,58154.63,47614.55,105769.18
95639435,494502,285793,5626.72,6078.12,11704.84
95639437,494502,285893,30334.4,33060.98,63395.38
95639438,494502,285943,120226.2,135494.33,255720.53
95639439,494502,285993,129316.08,145862.3,275178.38
95639440,494502,286043,134185.99,151319.92,285505.91
95639441,494502,286093,106547.48,120414.63,226962.11
95639442,494502,286143,131545.89,148664.28,280210.17
95639443,494502,286193,83355.62,96291.69,179647.31
95639444,494502,286243,91304.67,105457.04,196761.71
95639445,494502,286293,84088.96,97109.24,181198.2
95639446,494502,286343,100738.3,116347.26,217085.56
95639447,494502,286393,33895.11,37522.23,71417.34
95639448,494502,286443,19455.78,20924.4,40380.18
95639449,494502,286493,14722.87,15812.05,30534.92
95639450,494502,286543,17944.9,19292.57,37237.47
95639451,494502,286593,10122.05,10888.52,21010.57
95639452,494502,286643,41944.53,45042.37,86986.9
95639453,494502,286693,22595.51,24267.51,46863.02
95639502,494502,289143,6027.37,6874.63,12902
95639503,494502,289193,6025.46,6871.9,12897.36
95639504,494502,289243,6025.46,6871.9,12897.36
95639505,494502,289293,6025.46,6871.9,12897.36
95639506,494502,289343,7782.11,8857.86,16639.97
95651561,494552,282643,13160.71,11707.35,24868.06
95651562,494552,282693,13160.71,11707.35,24868.06
95651563,494552,282743,13160.71,11707.35,24868.06
95651564,494552,282793,13160.71,11707.35,24868.06
95651565,494552,282843,13160.71,11707.35,24868.06
95651566,494552,282893,13160.71,11707.35,24868.06
95651567,494552,282943,42766.49,44460.02,87226.51
95651568,494552,282993,53794.91,55973.9,109768.81
95651569,494552,283043,56648.88,58956.45,115605.33
95651570,494552,283093,8962.03,9474.3,18436.33
95651571,494552,283143,71208.74,107763.71,178972.45
95651572,494552,283193,69595.46,105225.83,174821.29
95651573,494552,283243,58970.53,90165.79,149136.32
95651574,494552,283293,29942.37,18299.83,48242.2
95651575,494552,283343,20330.43,12182.61,32513.04
95651576,494552,283393,35690.7,20677.09,56367.79
95651577,494552,283443,72062.22,41566.16,113628.38
95651578,494552,283493,79709.42,46520.76,126230.18
95651579,494552,283543,27237.55,20422.91,47660.46
95651580,494552,283593,8909,7855.87,16764.87
95651581,494552,283643,53419.51,46950.2,100369.71
95651582,494552,283693,59178.97,52025.42,111204.39
95651583,494552,283743,34301.07,30148.26,64449.33
95651584,494552,283793,50363.83,44228.77,94592.6
95651585,494552,283843,56779.23,49939.24,106718.47
95651586,494552,283893,61358.27,54755.45,116113.72
95651587,494552,283943,61523.67,54914.82,116438.49
95651588,494552,283993,58379.95,52123.96,110503.91
95651589,494552,284043,33013.57,31290.77,64304.34
95651590,494552,284093,71180.69,72899.96,144080.65
95651591,494552,284143,43180.53,47410.25,90590.78
95651592,494552,284193,62848.31,68989.74,131838.05
95651593,494552,284243,53460.17,58687.26,112147.43
95651594,494552,284293,24289,26629.85,50918.85
95651595,494552,284343,23865.5,26176.65,50042.15
95651596,494552,284393,54953.15,60317.29,115270.44
95651597,494552,284443,38837.67,42583.93,81421.6
95651598,494552,284493,19941.76,21923.77,41865.53
95651599,494552,284543,98584.78,108165.8,206750.58
95651600,494552,284593,45520.48,49985.69,95506.17
95651601,494552,284643,51655.81,57712.5,109368.31
95651602,494552,284693,19136.54,21377.02,40513.56
95651603,494552,284743,15713.98,17540.59,33254.57
95651604,494552,284793,8210,7972.48,16182.48
95651605,494552,284843,22679.41,21910.13,44589.54
95651606,494552,284893,32829.39,31706.07,64535.46
95651608,494552,284993,28140.01,27157.17,55297.18
95651610,494552,285093,25575.06,24675.39,50250.45
95651611,494552,285143,51215.36,63701.33,114916.69
95651612,494552,285193,39424.84,49033.92,88458.76
95651613,494552,285243,91332.67,113537.9,204870.57
95651614,494552,285293,75385.22,94234.89,169620.11
95651615,494552,285343,55304.88,57623.28,112928.16
95651616,494552,285393,54679.17,56991.18,111670.35
95651617,494552,285443,58184.13,60661.59,118845.72
95651618,494552,285493,51150.78,53353.07,104503.85
95651619,494552,285543,79790.8,83197.7,162988.5
95651620,494552,285593,85666.84,89308.41,174975.25
95651621,494552,285643,41826.34,34279.75,76106.09
95651622,494552,285693,67233.99,55065.07,122299.06
95651623,494552,285743,71851.92,58877.3,130729.22
95651624,494552,285793,23423.14,25531.47,48954.61
95651625,494552,285843,29226.45,31901.91,61128.36
95651626,494552,285893,70446.82,76844.35,147291.17
95651627,494552,285943,84837.65,92463.27,177300.92
95651628,494552,285993,132934.88,149899.81,282834.69
95651629,494552,286043,116806.36,131736.39,248542.75
95651630,494552,286093,112197.09,126552.13,238749.22
95651631,494552,286143,71921.58,81287.96,153209.54
95651632,494552,286193,70012.84,79187.35,149200.19
95651633,494552,286243,65837.77,76062.58,141900.35
95651634,494552,286293,28497.74,31200.5,59698.24
95651635,494552,286343,20834.65,20843.84,41678.49
95651636,494552,286393,24647.01,24629.31,49276.32
95651637,494552,286443,19888.83,19828.98,39717.81
95651638,494552,286493,19472.14,19414.55,38886.69
95651639,494552,286543,16034.04,16038.77,32072.81
95651640,494552,286593,5932.38,6074.55,12006.93
95651642,494552,286693,20222.3,21717.31,41939.61
95651691,494552,289143,6025.46,6871.9,12897.36
95651692,494552,289193,6025.46,6871.9,12897.36
95651693,494552,289243,6025.46,6871.9,12897.36
95651694,494552,289293,6025.46,6871.9,12897.36
95651695,494552,289343,7779.73,8855.43,16635.16
95651696,494552,289393,7779.73,8855.43,16635.16
95663751,494602,282693,13160.71,11707.35,24868.06
95663752,494602,282743,13160.71,11707.35,24868.06
95663753,494602,282793,13160.71,11707.35,24868.06
95663754,494602,282843,13160.71,11707.35,24868.06
95663755,494602,282893,54588.52,56767.62,111356.14
95663756,494602,282943,54588.52,56767.62,111356.14
95663757,494602,282993,54588.52,56767.62,111356.14
95663758,494602,283043,11326.47,11940.12,23266.59
95663759,494602,283093,58803.64,61215.97,120019.61
95663760,494602,283143,55978.69,85501.17,141479.86
95663761,494602,283193,71208.74,107763.71,178972.45
95663762,494602,283243,26846.22,40030.93,66877.15
95663763,494602,283293,37493.18,22799.79,60292.97
95663764,494602,283343,30241.76,16911.11,47152.87
95663765,494602,283393,26998.28,16215.89,43214.17
95663766,494602,283443,20001.99,11976.68,31978.67
95663767,494602,283493,3842.43,2302.06,6144.49
95663768,494602,283543,25943.3,17113.53,43056.83
95663770,494602,283643,18648.34,16384.7,35033.04
95663771,494602,283693,19578.65,17207.89,36786.54
95663772,494602,283743,3888.38,3436.37,7324.75
95663773,494602,283793,43751.76,38420.63,82172.39
95663774,494602,283843,66314.29,58304.6,124618.89
95663775,494602,283893,88875,78153.88,167028.88
95663776,494602,283943,66948.46,59757.53,126705.99
95663777,494602,283993,32265.36,30575.87,62841.23
95663778,494602,284043,11108.78,13874.25,24983.03
95663779,494602,284093,75691.48,77529.34,153220.82
95663780,494602,284143,54603.06,55986.31,110589.37
95663781,494602,284193,73902.36,75682.28,149584.64
95663782,494602,284243,67388.71,69052.35,136441.06
95663783,494602,284293,21932.35,24106.22,46038.57
95663784,494602,284343,16096.65,17665.33,33761.98
95663785,494602,284393,34486.59,37827.4,72313.99
95663786,494602,284443,69614.27,76472.25,146086.52
95663787,494602,284493,43324.95,47561.32,90886.27
95663788,494602,284543,49885.45,54755.08,104640.53
95663789,494602,284593,45919.26,50408.18,96327.44
95663790,494602,284643,67516.07,81625.43,149141.5
95663791,494602,284693,33378.56,40361.86,73740.42
95663792,494602,284743,43600.61,52889.48,96490.09
95663793,494602,284793,28474.38,34577.81,63052.19
95663794,494602,284843,28140.01,27157.17,55297.18
95663795,494602,284893,4488.98,4353.53,8842.51
95663796,494602,284943,24938.11,24078.48,49016.59
95663797,494602,284993,28140.01,27157.17,55297.18
95663798,494602,285043,14902.67,14400.84,29303.51
95663799,494602,285093,23297.17,22492.62,45789.79
95663801,494602,285193,56485.15,70232.61,126717.76
95663802,494602,285243,94932.91,118042.89,212975.8
95663803,494602,285293,64391.73,67109.03,131500.76
95663804,494602,285343,44204.32,46123.61,90327.93
95663805,494602,285393,23571.08,24610.55,48181.63
95663806,494602,285443,34669.8,36189.7,70859.5
95663807,494602,285493,99240.87,103416.73,202657.6
95663808,494602,285543,67997.74,70860.46,138858.2
95663809,494602,285593,56620.63,46358.35,102978.98
95663810,494602,285643,44426.43,36414.37,80840.8
95663811,494602,285693,57504.27,47081.47,104585.74
95663812,494602,285743,62153.18,50951.26,113104.44
95663813,494602,285793,83740.16,91312.8,175052.96
95663814,494602,285843,65980.15,71977.99,137958.14
95663815,494602,285893,113089.89,123376.57,236466.46
95663816,494602,285943,91201.41,99410.6,190612.01
95663817,494602,285993,146186.79,164852.97,311039.76
95663818,494602,286043,122578.39,138182.61,260761
95663819,494602,286093,57071.67,64357.46,121429.13
95663820,494602,286143,50285.14,56649.06,106934.2
95663821,494602,286193,81806.86,92464.22,174271.08
95663822,494602,286243,140657.51,158950.15,299607.66
95663823,494602,286293,21532.31,21498.63,43030.94
95663824,494602,286343,17504.09,17453.6,34957.69
95663825,494602,286393,22700.89,22689.21,45390.1
95663826,494602,286443,18603.53,18566.62,37170.15
95663827,494602,286493,14192.51,14218.97,28411.48
95663828,494602,286543,6966.38,7147.65,14114.03
95663830,494602,286643,7437.97,7619.62,15057.59
95663831,494602,286693,14767.12,14771.41,29538.53
95663880,494602,289143,6025.46,6871.9,12897.36
95663881,494602,289193,6025.46,6871.9,12897.36
95663882,494602,289243,6025.46,6871.9,12897.36
95663883,494602,289293,6025.46,6871.9,12897.36
95663884,494602,289343,7779.73,8855.43,16635.16
95675941,494652,282743,13160.71,11707.35,24868.06
95675942,494652,282793,13160.71,11707.35,24868.06
95675943,494652,282843,13160.71,11707.35,24868.06
95675944,494652,282893,54588.52,56767.62,111356.14
95675945,494652,282943,54588.52,56767.62,111356.14
95675946,494652,282993,54588.52,56767.62,111356.14
95675947,494652,283043,54588.52,56767.62,111356.14
95675948,494652,283093,54588.52,56767.62,111356.14
95675949,494652,283143,16868.27,24678.35,41546.62
95675950,494652,283193,17017.04,10842.49,27859.53
95675952,494652,283293,19021.49,10608.29,29629.78
95675953,494652,283343,30539.68,17077.42,47617.1
95675954,494652,283393,22543.53,12613.14,35156.67
95675955,494652,283443,38947.7,21782.9,60730.6
95675956,494652,283493,60061.76,33824.44,93886.2
95675957,494652,283543,16242.86,9647.44,25890.3
95675958,494652,283593,25113.91,22096.88,47210.79
95675959,494652,283643,34537.09,30392.7,64929.79
95675962,494652,283793,45877.93,40252.09,86130.02
95675963,494652,283843,71088.8,62505.69,133594.49
95675964,494652,283893,116864.86,102739.32,219604.18
95675965,494652,283943,18553.17,23123.93,41677.1
95675966,494652,283993,18623.45,23194.73,41818.18
95675967,494652,284043,13919.77,17296.9,31216.67
95675968,494652,284093,13743.3,17058,30801.3
95675969,494652,284143,52493.9,53814.25,106308.15
95675970,494652,284193,73191.53,74951.93,148143.46
95675971,494652,284243,65455.43,67059.11,132514.54
95675972,494652,284293,71440.05,73188.75,144628.8
95675973,494652,284343,54848.48,56208.37,111056.85
95675974,494652,284393,91291.77,93521.54,184813.31
95675975,494652,284443,53394.52,58621.66,112016.18
95675976,494652,284493,32326.82,35530.1,67856.92
95675977,494652,284543,95422.66,115374.86,210797.52
95675978,494652,284593,84182.83,101848.65,186031.48
95675979,494652,284643,53694.44,64854.99,118549.43
95675980,494652,284693,30284.67,36697.07,66981.74
95675981,494652,284743,52880.75,64163.03,117043.78
95675982,494652,284793,54884.73,66468,121352.73
95675983,494652,284843,51235.5,62016.12,113251.62
95675984,494652,284893,8032.02,7803.32,15835.34
95675985,494652,284943,28264.83,27282.01,55546.84
95675986,494652,284993,28140.01,27157.17,55297.18
95675987,494652,285043,10302.58,9986.46,20289.04
95675988,494652,285093,34862.28,33674.3,68536.58
95675989,494652,285143,59031.82,73488.13,132519.95
95675990,494652,285193,91810.24,114231.61,206041.85
95675991,494652,285243,70183.07,73185.72,143368.79
95675992,494652,285293,40261.5,41977.18,82238.68
95675993,494652,285343,42740.82,44556.84,87297.66
95675994,494652,285393,37126.06,38679.39,75805.45
95675995,494652,285443,36900.68,38472.78,75373.46
95675996,494652,285493,52864.18,55134.43,107998.61
95675997,494652,285543,48542.55,39758.8,88301.35
95675998,494652,285593,74500.16,60997.2,135497.36
95675999,494652,285643,54887.2,44975.42,99862.62
95676000,494652,285693,59318.58,48525.16,107843.74
95676001,494652,285743,49341.62,40398.08,89739.7
95676002,494652,285793,61445.63,67070.04,128515.67
95676003,494652,285843,71766.63,78297.42,150064.05
95676004,494652,285893,108687.23,118527.96,227215.19
95676005,494652,285943,149971.46,163473.41,313444.87
95676006,494652,285993,101516.38,110715.19,212231.57
95676007,494652,286043,76854.74,86669.01,163523.75
95676008,494652,286093,54714.6,61695,116409.6
95676009,494652,286143,49652.04,55988.86,105640.9
95676010,494652,286193,117262.96,132277.94,249540.9
95676011,494652,286243,19632.9,19578.88,39211.78
95676012,494652,286293,14825.91,14808.48,29634.39
95676013,494652,286343,20736.46,20735.66,41472.12
95676014,494652,286393,24177.09,24159.92,48337.01
95676015,494652,286443,24669.41,24576.67,49246.08
95676016,494652,286493,14242.64,14191.88,28434.52
95676017,494652,286543,6256.6,6423.25,12679.85
95676019,494652,286643,8581.59,8661.96,17243.55
95676020,494652,286693,13269.38,13248.44,26517.82
95676021,494652,286743,15809.61,15809.35,31618.96
95676068,494652,289093,6025.46,6871.9,12897.36
95676069,494652,289143,6025.46,6871.9,12897.36
95676070,494652,289193,6025.46,6871.9,12897.36
95676071,494652,289243,6025.46,6871.9,12897.36
95676072,494652,289293,6025.46,6871.9,12897.36
95676073,494652,289343,7779.73,8855.43,16635.16
95688130,494702,282743,13160.71,11707.35,24868.06
95688131,494702,282793,13160.71,11707.35,24868.06
95688132,494702,282843,13160.71,11707.35,24868.06
95688133,494702,282893,54588.52,56767.62,111356.14
95688134,494702,282943,54588.52,56767.62,111356.14
95688135,494702,282993,54588.52,56767.62,111356.14
95688136,494702,283043,54588.52,56767.62,111356.14
95688137,494702,283093,5664.47,3523.6,9188.07
95688138,494702,283143,17017.04,10842.49,27859.53
95688139,494702,283193,17017.04,10842.49,27859.53
95688140,494702,283243,17017.04,10842.49,27859.53
95688141,494702,283293,17017.04,10842.49,27859.53
95688142,494702,283343,16867.49,10752.67,27620.16
95688143,494702,283393,35223.51,19690.78,54914.29
95688144,494702,283443,52541.81,29400.61,81942.42
95688145,494702,283493,44023.76,24594.08,68617.84
95688146,494702,283543,39485.29,25000.88,64486.17
95688147,494702,283593,41413.34,26142.43,67555.77
95688148,494702,283643,53908.45,47375.62,101284.07
95688149,494702,283693,34537.09,30392.7,64929.79
95688150,494702,283743,13969.97,12271.06,26241.03
95688151,494702,283793,44344.26,38940.98,83285.24
95688152,494702,283843,48438.42,42508.03,90946.45
95688153,494702,283893,16719.35,20759.91,37479.26
95688154,494702,283943,12624.9,15668.21,28293.11
95688155,494702,283993,9048.81,11195.33,20244.14
95688156,494702,284043,10811.78,13498.98,24310.76
95688157,494702,284093,14339.01,17892.14,32231.15
95688158,494702,284143,62499.98,64087.95,126587.93
95688159,494702,284193,75523.77,77362.79,152886.56
95688160,494702,284243,82763.86,84787.97,167551.83
95688161,494702,284293,74448.47,76271.42,150719.89
95688162,494702,284343,84485.75,86546.15,171031.9
95688163,494702,284393,84882.82,86990.04,171872.86
95688164,494702,284443,89881.89,92144.41,182026.3
95688165,494702,284493,35017.17,42440.4,77457.57
95688166,494702,284543,44466.1,53711.42,98177.52
95688167,494702,284593,68092.89,82293.8,150386.69
95688168,494702,284643,78227.89,94492.89,172720.78
95688169,494702,284693,49493.01,59840.23,109333.24
95688170,494702,284743,62272.14,75438.89,137711.03
95688171,494702,284793,41665.2,50500.91,92166.11
95688172,494702,284843,13681.86,16669.86,30351.72
95688173,494702,284893,9818.95,11923.36,21742.31
95688175,494702,284993,9787.61,9495.32,19282.93
95688177,494702,285093,47339.03,58836.74,106175.77
95688178,494702,285143,28965.08,36043.68,65008.76
95688179,494702,285193,48431.33,60268.11,108699.44
95688180,494702,285243,25389.99,31591.78,56981.77
95688181,494702,285293,26823.9,33467.85,60291.75
95688182,494702,285343,38438.27,40100.44,78538.71
