id,x,y,m,f,total
95968509,495852,284343,37947.54,33533.76,71481.3
95968510,495852,284393,39021.27,34484.68,73505.95
95968511,495852,284443,54332.6,48013.11,102345.71
95968513,495852,284543,8585.05,10427.87,19012.92
95968514,495852,284593,29771.24,36146.07,65917.31
95968515,495852,284643,31962.55,38859.18,70821.73
95968516,495852,284693,152874.67,197298.9,350173.57
95968517,495852,284743,84194.77,109045.17,193239.94
95968518,495852,284793,93506.87,121190.53,214697.4
95968519,495852,284843,62998.23,77768.54,140766.77
95968520,495852,284893,78423.18,82174.27,160597.45
95968521,495852,284943,91138.95,95492.12,186631.07
95968522,495852,284993,78329.81,82072.75,160402.56
95968523,495852,285043,52422.02,54930.21,107352.23
95968524,495852,285093,18063.6,23052.64,41116.24
95968526,495852,285193,15235.12,19458.15,34693.27
95968527,495852,285243,121213.12,136388.25,257601.37
95968528,495852,285293,123257.1,138690.73,261947.83
95968529,495852,285343,125152.21,140825.44,265977.65
95968530,495852,285393,32168.5,34788.97,66957.47
95968531,495852,285443,26033.93,28160.23,54194.16
95968532,495852,285493,4746.34,4064.1,8810.44
95968533,495852,285543,4224.71,3684.82,7909.53
95968534,495852,285593,5285.22,4548.34,9833.56
95968535,495852,285643,45373.25,44850.82,90224.07
95968536,495852,285693,44549.47,44004.63,88554.1
95968537,495852,285743,61935.59,60686.58,122622.17
95968538,495852,285793,83436.94,87395.55,170832.49
95968539,495852,285843,72735.88,77128.07,149863.95
95968540,495852,285893,47143.54,60837.78,107981.32
95968541,495852,285943,77640.86,100213.92,177854.78
95968542,495852,285993,217951.29,280949.51,498900.8
95968543,495852,286043,137131.59,149620.87,286752.46
95968544,495852,286093,86398.2,94236.71,180634.91
95968545,495852,286143,102162.88,111469.5,213632.38
95968546,495852,286193,132833.34,144929.83,277763.17
95968547,495852,286243,33754.06,32920.6,66674.66
95968548,495852,286293,27945.82,27235.14,55180.96
95968549,495852,286343,84972.64,87337.27,172309.91
95968550,495852,286393,66245.7,68089.97,134335.67
95968551,495852,286443,67429.02,69302.92,136731.94
95968552,495852,286493,44861.82,46113.1,90974.92
95968553,495852,286543,44492.8,45739.53,90232.33
95968554,495852,286593,36250.88,37225.41,73476.29
95968555,495852,286643,30958.29,31839.33,62797.62
95968556,495852,286693,25513.15,24415.9,49929.05
95968557,495852,286743,28285.75,27064.95,55350.7
95968558,495852,286793,5479.26,5245.14,10724.4
95968559,495852,286843,20134.63,19266.43,39401.06
95968560,495852,286893,20546.91,19660.31,40207.22
95968561,495852,286943,6622.99,6314.25,12937.24
95968562,495852,286993,38132.16,38953.31,77085.47
95968563,495852,287043,38132.16,38953.31,77085.47
95968564,495852,287093,38132.16,38953.31,77085.47
95968565,495852,287143,9961.34,10320.26,20281.6
95968566,495852,287193,24106.02,24625.2,48731.22
95968567,495852,287243,34618.5,35381.28,69999.78
95968568,495852,287293,33581.03,34342.4,67923.43
95968569,495852,287343,62411.64,58044.53,120456.17
95968570,495852,287393,113950.2,105938.93,219889.13
95968571,495852,287443,233171.26,216742.01,449913.27
95968572,495852,287493,23037.86,25867.07,48904.93
95968573,495852,287543,25565.79,28701.78,54267.57
95968574,495852,287593,8139.89,9204.62,17344.51
95968575,495852,287643,15939.74,17895.82,33835.56
95968576,495852,287693,59441.19,66817,126258.19
95968577,495852,287743,26799.4,30171.3,56970.7
95968578,495852,287793,11185.71,12631.46,23817.17
95968581,495852,287943,885.53,1087.72,1973.25
95968582,495852,287993,1763.89,2173.19,3937.08
95968583,495852,288043,2549.96,3105.61,5655.57
95980677,495902,283293,13290.12,13723.55,27013.67
95980678,495902,283343,12470.46,12929.58,25400.04
95980679,495902,283393,771.22,736.39,1507.61
95980680,495902,283443,7081.3,7361.17,14442.47
95980681,495902,283493,7081.3,7361.17,14442.47
95980682,495902,283543,7081.3,7361.17,14442.47
95980683,495902,283593,5212.72,5457.29,10670.01
95980684,495902,283643,15489.41,14521.94,30011.35
95980685,495902,283693,14271.22,13369.66,27640.88
95980686,495902,283743,15128.22,14186.88,29315.1
95980687,495902,283793,12306.04,11516.96,23823
95980688,495902,283843,12090.68,11320.96,23411.64
95980689,495902,283893,36800.47,39898.73,76699.2
95980690,495902,283943,42327.31,45926.62,88253.93
95980691,495902,283993,21178.04,22983.3,44161.34
95980692,495902,284043,11535.4,12502.47,24037.87
95980693,495902,284093,7194.5,7814.48,15008.98
95980694,495902,284143,15668.9,17003.15,32672.05
95980695,495902,284193,41638.48,36717.56,78356.04
95980696,495902,284243,43653.8,38586.73,82240.53
95980697,495902,284293,50003.46,44156.83,94160.29
95980699,495902,284393,35510.01,31387.94,66897.95
95980701,495902,284493,15235.97,16664.29,31900.26
95980702,495902,284543,105334.1,115884.55,221218.65
95980703,495902,284593,118648.46,130950.39,249598.85
95980704,495902,284643,92219.19,101729.74,193948.93
95980705,495902,284693,214337.65,263315.57,477653.22
95980706,495902,284743,168524.24,206971.88,375496.12
95980707,495902,284793,129247.86,159443.49,288691.35
95980710,495902,284943,51226.7,53668.3,104895
95980711,495902,284993,58149.88,60935.75,119085.63
95980712,495902,285043,46294.99,48496.85,94791.84
95980713,495902,285093,12995.9,16622.19,29618.09
95980714,495902,285143,2933.52,3753.17,6686.69
95980715,495902,285193,9287.98,11894.36,21182.34
95980716,495902,285243,212209.08,238498.3,450707.38
95980717,495902,285293,69662.61,78356.11,148018.72
95980718,495902,285343,15617.22,16893.52,32510.74
95980719,495902,285393,27879.72,30129.72,58009.44
95980720,495902,285443,25517.79,27568.27,53086.06
95980721,495902,285493,5317.13,4593.25,9910.38
95980722,495902,285543,3242.47,2844.74,6087.21
95980723,495902,285593,5619.62,4848.12,10467.74
95980724,495902,285643,26220.65,23175.46,49396.11
95980725,495902,285693,50117.4,49442.12,99559.52
95980726,495902,285743,42453.28,41890.4,84343.68
95980727,495902,285793,63231.3,66318.83,129550.13
95980728,495902,285843,47286.02,61073.33,108359.35
95980729,495902,285893,67521.29,87223.62,154744.91
95980730,495902,285943,71248.08,92044.65,163292.73
95980731,495902,285993,76489.18,98846.03,175335.21
95980732,495902,286043,267191.75,291622.64,558814.39
95980733,495902,286093,212212.88,231451.91,443664.79
95980734,495902,286143,218182.53,237800.99,455983.52
95980735,495902,286193,30515.15,29718.7,60233.85
95980736,495902,286243,34214.43,33324,67538.43
95980737,495902,286293,20900.69,20336.38,41237.07
95980738,495902,286343,85833.21,88216.39,174049.6
95980739,495902,286393,65320.85,67121.39,132442.24
95980740,495902,286443,52842.85,54315.25,107158.1
95980741,495902,286493,31790.6,32666.01,64456.61
95980742,495902,286543,17087.21,17565.87,34653.08
95980743,495902,286593,9554.27,9876.57,19430.84
95980744,495902,286643,22220.36,22850.9,45071.26
95980745,495902,286693,20860.23,19963.51,40823.74
95980746,495902,286743,16156.62,15454.72,31611.34
95980747,495902,286793,25913.57,24799.76,50713.33
95980748,495902,286843,27293.53,26117.42,53410.95
95980749,495902,286893,28333.01,27113.92,55446.93
95980750,495902,286943,31700.91,30373.16,62074.07
95980752,495902,287043,38132.16,38953.31,77085.47
95980753,495902,287093,38132.16,38953.31,77085.47
95980754,495902,287143,33375.63,34125.1,67500.73
95980755,495902,287193,40120.93,41001.11,81122.04
95980756,495902,287243,30722.14,31379.57,62101.71
95980757,495902,287293,37721.47,38548.42,76269.89
95980758,495902,287343,21597.78,24256.17,45853.95
95980759,495902,287393,45119.49,50738.82,95858.31
95980760,495902,287443,25762.59,28931.96,54694.55
95980761,495902,287493,17225.67,19349.69,36575.36
95980762,495902,287543,23524.12,26396.55,49920.67
95980763,495902,287593,20339.21,22844.02,43183.23
95980764,495902,287643,8596.49,9733.59,18330.08
95980765,495902,287693,4918.89,5569.96,10488.85
95980766,495902,287743,20291.27,22843.23,43134.5
95980767,495902,287793,10878.33,12296.25,23174.58
95980771,495902,287993,4385.42,3024.8,7410.22
95980772,495902,288043,9868.67,6355.9,16224.57
95992865,495952,283243,15389.22,16313.58,31702.8
95992866,495952,283293,13477.46,14262.01,27739.47
95992867,495952,283343,10867.64,11265.53,22133.17
95992868,495952,283393,2713.29,2718.28,5431.57
95992870,495952,283493,4573.96,4809,9382.96
95992871,495952,283543,4647.92,4888.25,9536.17
95992872,495952,283593,8132.24,8492.51,16624.75
95992873,495952,283643,11959.42,11191.08,23150.5
95992874,495952,283693,10764.4,10082.15,20846.55
95992875,495952,283743,11896.9,11130.34,23027.24
95992876,495952,283793,14334.83,13426.41,27761.24
95992877,495952,283843,13697.95,12837.44,26535.39
95992878,495952,283893,12034.03,11267.43,23301.46
95992879,495952,283943,17004.68,15933.09,32937.77
95992880,495952,283993,71529.33,77612.94,149142.27
95992881,495952,284043,39542.98,42904.48,82447.46
95992882,495952,284093,31553.89,34215.12,65769.01
95992883,495952,284143,32868.3,35664.57,68532.87
95992884,495952,284193,31321.56,27654.59,58976.15
95992886,495952,284293,50003.46,44156.83,94160.29
95992887,495952,284343,50003.46,44156.83,94160.29
95992888,495952,284393,31830.84,28121.16,59952
95992889,495952,284443,11919.9,13043.33,24963.23
95992890,495952,284493,3571.34,3930.17,7501.51
95992891,495952,284543,71339.29,78763.02,150102.31
95992892,495952,284593,111146.93,122984.03,234130.96
95992894,495952,284693,85667.8,94802.71,180470.51
95992895,495952,284743,83863.27,102813.65,186676.92
95992896,495952,284793,98864.83,121952.65,220817.48
95992897,495952,284843,82467.65,86424.33,168891.98
95992898,495952,284893,39135.02,41016.52,80151.54
95992899,495952,284943,41894.8,43857.02,85751.82
95992900,495952,284993,42698.68,44707,87405.68
95992901,495952,285043,34917.96,36603.72,71521.68
95992902,495952,285093,8900.65,11370.22,20270.87
95992903,495952,285143,13180.22,16854.89,30035.11
95992904,495952,285193,9626.78,12330.39,21957.17
95992905,495952,285243,22876.98,29227.79,52104.77
95992906,495952,285293,284547.34,319684.17,604231.51
95992907,495952,285343,6822.68,7371.93,14194.61
95992908,495952,285393,15985.24,17285,33270.24
95992909,495952,285443,18656.25,20153.3,38809.55
95992910,495952,285493,2743.06,2440.82,5183.88
95992911,495952,285543,6193,5239.37,11432.37
95992912,495952,285593,6369.41,5428.57,11797.98
95992913,495952,285643,3992.5,3481.92,7474.42
95992914,495952,285693,61718.43,64286.01,126004.44
95992915,495952,285743,55600.51,57880.85,113481.36
95992916,495952,285793,55853.34,67575.07,123428.41
95992917,495952,285843,37518.83,48409.61,85928.44
95992918,495952,285893,58805.48,75909.43,134714.91
95992919,495952,285943,34644.14,44747.14,79391.28
95992920,495952,285993,56092.55,72391.03,128483.58
95992921,495952,286043,272905.05,297725.45,570630.5
95992922,495952,286093,212120.76,231509.86,443630.62
95992923,495952,286143,38638.34,37637.22,76275.56
95992924,495952,286193,16226.48,15792.52,32019
95992925,495952,286243,29449.14,28635.27,58084.41
95992926,495952,286293,34094.39,33224.48,67318.87
95992927,495952,286343,27505.93,26766.9,54272.83
95992928,495952,286393,60568.23,62248.62,122816.85
95992929,495952,286443,54349.33,55870.17,110219.5
95992930,495952,286493,36087.58,37065.47,73153.05
95992931,495952,286543,31395.87,32285.42,63681.29
95992932,495952,286593,25381.92,26099.16,51481.08
95992933,495952,286643,31039.36,31922.69,62962.05
95992934,495952,286693,25576,24474.72,50050.72
95992935,495952,286743,18721.65,17917.02,36638.67
95992936,495952,286793,19044.63,18224.99,37269.62
95992937,495952,286843,31426.14,30069.93,61496.07
95992938,495952,286893,43507.7,48702.98,92210.68
95992939,495952,286943,72816.79,81468.25,154285.04
95992940,495952,286993,50861.15,58985.89,109847.04
95992941,495952,287043,10971.4,12780.27,23751.67
95992942,495952,287093,2411.11,2871.7,5282.81
95992943,495952,287143,53504.32,62061.42,115565.74
95992944,495952,287193,59517.73,69023.28,128541.01
95992945,495952,287243,53123.98,61624.84,114748.82
95992946,495952,287293,39265.06,40139.98,79405.04
95992947,495952,287343,28139.12,31605.3,59744.42
95992948,495952,287393,30926.22,34717.94,65644.16
95992949,495952,287443,33743.27,37905.5,71648.77
95992950,495952,287493,27804.02,31241.65,59045.67
95992951,495952,287543,19740.62,22193.76,41934.38
95992952,495952,287593,23206.92,26054.09,49261.01
95992953,495952,287643,18539.89,20814.71,39354.6
95992954,495952,287693,7424.53,8408.49,15833.02
95992955,495952,287743,513.79,555.23,1069.02
95992956,495952,287793,6568.58,7468,14036.58
96005053,496002,283193,52756.23,50486.44,103242.67
96005054,496002,283243,49376,47272.97,96648.97
96005055,496002,283293,53891,51558.07,105449.07
96005056,496002,283343,14693.22,15565.62,30258.84
96005057,496002,283393,7870.52,8369.6,16240.12
96005058,496002,283443,8721.79,9258.71,17980.5
96005059,496002,283493,4051.67,4196,8247.67
96005060,496002,283543,13683.67,14093.19,27776.86
96005061,496002,283593,12431.55,11630.93,24062.48
96005062,496002,283643,10594.91,9916.75,20511.66
96005063,496002,283693,16273.28,15249.28,31522.56
96005064,496002,283743,11665.87,10931.43,22597.3
96005065,496002,283793,13911.97,13033.77,26945.74
96005066,496002,283843,14229.26,13315.15,27544.41
96005067,496002,283893,10947,10244.4,21191.4
96005068,496002,283943,14234.51,13332.62,27567.13
96005069,496002,283993,13738.74,12856.51,26595.25
96005070,496002,284043,35331.52,38333.86,73665.38
96005071,496002,284093,40699.76,44162.23,84861.99
96005072,496002,284143,13256.43,14398.59,27655.02
96005073,496002,284193,50003.46,44156.83,94160.29
96005074,496002,284243,47951.16,42373.85,90325.01
96005075,496002,284293,36933.28,32640.64,69573.92
96005077,496002,284393,3701.92,3737.78,7439.7
96005078,496002,284443,42647.52,46603.36,89250.88
96005079,496002,284493,59376.94,65663.62,125040.56
96005081,496002,284593,91799.55,101262.82,193062.37
96005082,496002,284643,71822.11,79114.77,150936.88
96005084,496002,284743,47680.77,49687.88,97368.65
96005085,496002,284793,40703.59,40364.19,81067.78
96005086,496002,284843,45060.14,47198.05,92258.19
96005087,496002,284893,46841.16,49063.28,95904.44
96005088,496002,284943,40401.88,42321.66,82723.54
96005089,496002,284993,12115.81,12702.66,24818.47
96005090,496002,285043,31433.79,32929,64362.79
96005091,496002,285093,17707.76,22576.45,40284.21
96005092,496002,285143,15223.5,19431.99,34655.49
96005093,496002,285193,7795.42,9958.51,17753.93
96005094,496002,285243,25523.7,32634.35,58158.05
96005095,496002,285293,45275.66,48113.53,93389.19
96005096,496002,285343,2135.56,2290.41,4425.97
96005097,496002,285393,13927.31,15065.09,28992.4
96005098,496002,285443,25401.9,27456.95,52858.85
96005099,496002,285493,5603.78,4854.43,10458.21
96005100,496002,285543,6506.59,5653.75,12160.34
96005101,496002,285593,11069.12,8991.64,20060.76
96005102,496002,285643,39774.24,43338.13,83112.37
96005103,496002,285693,37437.17,40790.69,78227.86
96005104,496002,285743,37878.98,41248.22,79127.2
96005105,496002,285793,38287.81,41701.15,79988.96
96005106,496002,285843,37902.79,48939.95,86842.74
96005107,496002,285893,33600.85,43416.07,77016.92
96005108,496002,285943,53629.41,69206.57,122835.98
96005109,496002,285993,78341.54,101016.59,179358.13
96005110,496002,286043,489918.1,533592.81,1023510.91
96005111,496002,286093,433308.77,472242.89,905551.66
96005112,496002,286143,29685.58,28963.29,58648.87
96005113,496002,286193,21183.62,20614.94,41798.56
96005114,496002,286243,27713.21,26963.72,54676.93
96005115,496002,286293,33376.43,32511.56,65887.99
96005116,496002,286343,35754.48,34846.32,70600.8
96005117,496002,286393,55916.89,57471.66,113388.55
96005118,496002,286443,41350.72,42495.58,83846.3
96005119,496002,286493,31115.81,31998.28,63114.09
96005120,496002,286543,16995.91,17472.94,34468.85
96005121,496002,286593,23738.45,24409.94,48148.39
96005122,496002,286643,22907.29,22011.64,44918.93
96005123,496002,286693,21194.78,20351.75,41546.53
96005124,496002,286743,18688.98,17961.5,36650.48
96005125,496002,286793,26166.18,29284.47,55450.65
96005126,496002,286843,27101.41,30338.35,57439.76
96005127,496002,286893,41287.58,46215.32,87502.9
96005128,496002,286943,70169.62,78538.03,148707.65
96005129,496002,286993,51602.74,59828.17,111430.91
96005130,496002,287043,62879.07,72917.11,135796.18
96005131,496002,287093,47951.72,55619.14,103570.86
96005132,496002,287143,65717.94,76201.64,141919.58
96005133,496002,287193,73737.95,85495.71,159233.66
96005134,496002,287243,53319.16,61842.02,115161.18
96005135,496002,287293,40613.07,47106.58,87719.65
96005136,496002,287343,28833.77,32396.06,61229.83
96005137,496002,287393,28526.59,32052.22,60578.81
96005138,496002,287443,27960.82,31386.08,59346.9
96005139,496002,287493,14296.73,16058.99,30355.72
96005140,496002,287543,2822.05,3170.49,5992.54
96005141,496002,287593,13331.79,15000.23,28332.02
96005142,496002,287643,21524.19,24174.51,45698.7
96005143,496002,287693,15289.76,17184.82,32474.58
96005144,496002,287743,6939.38,7854.82,14794.2
96005145,496002,287793,801.03,872.82,1673.85
96017241,496052,283143,26074.24,24963.05,51037.29
96017242,496052,283193,44790.26,42875.25,87665.51
96017243,496052,283243,42605.69,40777.32,83383.01
96017244,496052,283293,9674.06,9255.92,18929.98
96017246,496052,283393,6549.12,6971.03,13520.15
96017248,496052,283493,15278.52,15638.84,30917.36
96017249,496052,283543,38481.58,38634.76,77116.34
96017250,496052,283593,13443.22,12599.79,26043.01
96017251,496052,283643,13937.06,13065.13,27002.19
96017252,496052,283693,13448.13,12606.05,26054.18
96017253,496052,283743,13946.29,13044.38,26990.67
96017254,496052,283793,13210.26,12380.35,25590.61
96017255,496052,283843,10526.03,9858.84,20384.87
96017256,496052,283893,12530.47,11729.5,24259.97
96017257,496052,283943,12933.5,12120.59,25054.09
96017258,496052,283993,11275.69,10565.11,21840.8
96017259,496052,284043,13890.78,13003.4,26894.18
96017261,496052,284143,3917.78,3047.83,6965.61
96017262,496052,284193,10728.1,9221.11,19949.21
96017264,496052,284293,4459.51,4331.83,8791.34
96017265,496052,284343,5174.94,5067.17,10242.11
96017266,496052,284393,12571.2,12784.89,25356.09
96017267,496052,284443,13598.86,13887.48,27486.34
96017268,496052,284493,97647.1,107961.75,205608.85
96017269,496052,284543,86455.33,95513.97,181969.3
96017270,496052,284593,164254.15,180479.16,344733.31
96017271,496052,284643,98978.34,109310.43,208288.77
96017272,496052,284693,42797.34,44573.89,87371.23
96017273,496052,284743,42887.69,44669.66,87557.35
96017274,496052,284793,36204.1,33889.67,70093.77
96017275,496052,284843,42752.61,39948.07,82700.68
96017276,496052,284893,25975.11,27241.68,53216.79
96017277,496052,284943,33743.32,35372.23,69115.55
96017278,496052,284993,44519.59,52084.13,96603.72
96017279,496052,285043,41548.1,48615.26,90163.36
96017280,496052,285093,36404.24,42670.41,79074.65
96017281,496052,285143,41287.98,48341.71,89629.69
96017282,496052,285193,8868.21,11328.83,20197.04
96017283,496052,285243,274859.87,291919.09,566778.96
96017284,496052,285293,103870.84,110288.15,214158.99
96017285,496052,285343,93319.83,99075.4,192395.23
96017286,496052,285393,12585.25,13612.95,26198.2
96017287,496052,285443,115627.15,125601.47,241228.62
96017288,496052,285493,300033.37,325501.2,625534.57
96017289,496052,285543,184858.82,200627.05,385485.87
96017290,496052,285593,158833.43,172439.38,331272.81
96017291,496052,285643,32923.58,35879.67,68803.25
96017292,496052,285693,18155.07,19759.45,37914.52
96017293,496052,285743,35415.31,38598.1,74013.41
96017294,496052,285793,25472.06,27730.98,53203.04
96017295,496052,285843,38512.92,41955.77,80468.69
96017296,496052,285893,61697.66,79620.59,141318.25
96017297,496052,285943,52477.48,67695.3,120172.78
96017298,496052,285993,60420.45,78007.43,138427.88
96017299,496052,286043,244652.01,266724.71,511376.72
96017300,496052,286093,21909.2,21360.69,43269.89
96017301,496052,286143,22012.8,21498.13,43510.93
96017302,496052,286193,32447.98,31629.38,64077.36
96017303,496052,286243,90355.67,87910.26,178265.93
96017304,496052,286293,24768.28,24110.47,48878.75
96017305,496052,286343,30529.3,29732.24,60261.54
96017307,496052,286443,18432.32,18945.71,37378.03
96017308,496052,286493,44791.77,46029.78,90821.55
96017309,496052,286543,40046.22,41149.4,81195.62
96017310,496052,286593,39889.08,38338.31,78227.39
96017311,496052,286643,25307.44,24313.39,49620.83
96017312,496052,286693,25360.65,24364.57,49725.22
96017313,496052,286743,32099.07,30836.98,62936.05
96017314,496052,286793,34716.69,38841.67,73558.36
96017315,496052,286843,44230.01,49509.97,93739.98
96017316,496052,286893,20822.22,23286.32,44108.54
96017317,496052,286943,48521.09,54286.08,102807.17
96017318,496052,286993,65509.01,75990.32,141499.33
96017319,496052,287043,64699.55,75020.91,139720.46
96017320,496052,287093,74819.58,86758.03,161577.61
96017321,496052,287143,62210.53,72137.59,134348.12
96017322,496052,287193,62933.39,73051.87,135985.26
96017323,496052,287243,52222.88,60591.77,112814.65
96017324,496052,287293,35265.66,38988.92,74254.58
96017325,496052,287343,37001.99,40865.88,77867.87
96017326,496052,287393,49808.68,55060.14,104868.82
96017327,496052,287443,27697.25,31092.32,58789.57
96017328,496052,287493,30343.6,34077.86,64421.46
96017329,496052,287543,19676.33,22120.08,41796.41
96017330,496052,287593,30450.48,34189.59,64640.07
96017331,496052,287643,29105.31,32701.48,61806.79
96017332,496052,287693,7279.69,8233.69,15513.38
96017333,496052,287743,16286.29,18310.67,34596.96
96017334,496052,287793,10636.62,11999.18,22635.8
96029429,496102,283093,7635.3,7180.49,14815.79
96029430,496102,283143,20829.89,19926.48,40756.37
96029431,496102,283193,28190.38,26984.44,55174.82
96029432,496102,283243,3178.58,3050.19,6228.77
96029433,496102,283293,43208.43,41364.48,84572.91
96029434,496102,283343,43209.37,41365.83,84575.2
96029435,496102,283393,43234.4,41392.26,84626.66
96029436,496102,283443,4773.13,4784.91,9558.04
96029437,496102,283493,9254.01,9366.77,18620.78
96029438,496102,283543,33711.35,33821.76,67533.11
96029439,496102,283593,44957.98,44917.86,89875.84
96029440,496102,283643,25473.59,23840.62,49314.21
96029441,496102,283693,11566.5,10845.43,22411.93
96029442,496102,283743,14181.09,13269.19,27450.28
96029443,496102,283793,14130.34,13223.22,27353.56
96029444,496102,283843,13513.35,12670.52,26183.87
96029445,496102,283893,13389.53,12552.77,25942.3
96029446,496102,283943,10505.81,9845.69,20351.5
96029447,496102,283993,13509.37,12667.3,26176.67
96029449,496102,284093,34165.33,28213.34,62378.67
96029450,496102,284143,13896.23,11465.16,25361.39
96029451,496102,284193,20600.34,17998.42,38598.76
96029452,496102,284243,1622.13,1508.34,3130.47
96029453,496102,284293,7264.99,7194.3,14459.29
96029454,496102,284343,6829.39,6792.68,13622.07
96029455,496102,284393,7495.27,7804.31,15299.58
96029456,496102,284443,14644.5,14899.36,29543.86
96029457,496102,284493,35899.06,39649.2,75548.26
96029458,496102,284543,114457.93,133429.71,247887.64
96029459,496102,284593,98264.42,114486.73,212751.15
96029460,496102,284643,83596.59,89091.9,172688.49
96029461,496102,284693,52922.09,56517.64,109439.73
96029462,496102,284743,21258.54,22871.48,44130.02
96029463,496102,284793,21875.33,20812.2,42687.53
96029464,496102,284843,39845.3,37287.79,77133.09
96029465,496102,284893,76295.9,82332.81,158628.71
96029466,496102,284943,47160.85,57315.22,104476.07
96029467,496102,284993,33184.94,38950.11,72135.05
96029468,496102,285043,39461.46,46313.59,85775.05
96029469,496102,285093,38255.68,44939.88,83195.56
96029470,496102,285143,98002.46,114499.39,212501.85
96029471,496102,285193,143192.66,152024.13,295216.79
96029472,496102,285243,248439.14,263853.61,512292.75
96029473,496102,285293,102491.23,108896.02,211387.25
96029474,496102,285343,14291.25,15188.44,29479.69
96029475,496102,285393,5096.19,5474.94,10571.13
96029476,496102,285443,51531.45,55989.26,107520.71
96029477,496102,285493,244262.88,265057.88,509320.76
96029478,496102,285543,235867.22,255948.8,491816.02
96029479,496102,285593,102701.51,111534.42,214235.93
96029480,496102,285643,40841.44,44485.38,85326.82
96029481,496102,285693,20389.2,22206.16,42595.36
96029482,496102,285743,23518.03,25608.86,49126.89
96029483,496102,285793,21954.52,23887,45841.52
96029484,496102,285843,40595.04,44217.8,84812.84
96029485,496102,285893,44660.06,48647.55,93307.61
96029486,496102,285943,42834.77,55282.44,98117.21
96029487,496102,285993,29022.88,37439.58,66462.46
96029489,496102,286093,41782.76,40732.52,82515.28
96029490,496102,286143,3436.18,3420.27,6856.45
96029491,496102,286193,24077.76,23485.57,47563.33
96029492,496102,286243,31130.21,30284.75,61414.96
96029493,496102,286293,14353.7,13961.87,28315.57
96029494,496102,286343,23031.15,22407.48,45438.63
96029495,496102,286393,11968.62,11671.8,23640.42
96029496,496102,286443,27960.11,28741.69,56701.8
96029497,496102,286493,53107.83,50993.8,104101.63
96029498,496102,286543,44224.13,42460.28,86684.41
96029499,496102,286593,39368.26,37829.97,77198.23
96029500,496102,286643,11186,10755.12,21941.12
96029501,496102,286693,30518.76,29328.98,59847.74
96029502,496102,286743,21674.68,20801.25,42475.93
96029503,496102,286793,32099.37,35920.59,68019.96
96029504,496102,286843,44687.87,50037.51,94725.38
96029505,496102,286893,37412.84,41854.46,79267.3
96029506,496102,286943,46298.43,51792.96,98091.39
96029507,496102,286993,82183.28,95307.86,177491.14
96029508,496102,287043,65823.75,76357.41,142181.16
96029509,496102,287093,56521.72,65521.28,122043
96029510,496102,287143,60049.02,69662.36,129711.38
96029511,496102,287193,45111.52,52324.16,97435.68
96029512,496102,287243,65042.21,75408.24,140450.45
96029513,496102,287293,45174.94,49936.86,95111.8
96029514,496102,287343,43571.93,48156.97,91728.9
96029515,496102,287393,52063.16,57536.43,109599.59
96029516,496102,287443,38776.51,42848.18,81624.69
96029517,496102,287493,35405.53,39782.12,75187.65
96029518,496102,287543,34506.04,38761.81,73267.85
96029519,496102,287593,31410.22,35267.75,66677.97
96029520,496102,287643,19722.66,22174.09,41896.75
96029521,496102,287693,26915.24,30210.42,57125.66
96029522,496102,287743,9498.31,10747.59,20245.9
96041618,496152,283093,7877.17,7403.65,15280.82
96041619,496152,283143,1274.87,1194.35,2469.22
96041620,496152,283193,5746.54,5534.38,11280.92
96041621,496152,283243,54967.76,52563.29,107531.05
96041622,496152,283293,43208.43,41364.48,84572.91
96041623,496152,283343,58456.1,62631.3,121087.4
96041625,496152,283443,25043.76,26742.3,51786.06
96041626,496152,283493,37823.93,37863.71,75687.64
96041627,496152,283543,35678.12,35882.96,71561.08
96041628,496152,283593,45622.28,45577.62,91199.9
96041629,496152,283643,71971.7,72005.45,143977.15
96041630,496152,283693,12987.65,12177.79,25165.44
96041631,496152,283743,9340.32,8708.89,18049.21
96041632,496152,283793,9355.7,8713.88,18069.58
96041633,496152,283843,20008.87,18746.9,38755.77
96041634,496152,283893,11037.72,10315.74,21353.46
96041635,496152,283943,9765.99,9126.01,18892
96041637,496152,284043,61090.83,50432.96,111523.79
96041638,496152,284093,66253.16,54685.99,120939.15
96041639,496152,284143,19625.11,16194.76,35819.87
96041640,496152,284193,39544.78,32740.28,72285.06
96041641,496152,284243,7070.09,7001.68,14071.77
96041642,496152,284293,7916.29,7895.47,15811.76
96041643,496152,284343,7364.58,7691.03,15055.61
96041644,496152,284393,10406.58,10862.59,21269.17
96041645,496152,284443,5482.41,5621.57,11103.98
96041646,496152,284493,16935.57,19045.98,35981.55
96041647,496152,284543,25680.67,30067.36,55748.03
96041648,496152,284593,41332.45,51786.19,93118.64
96041649,496152,284643,67134.43,81973.37,149107.8
96041650,496152,284693,4367.94,4758.36,9126.3
96041651,496152,284743,30861.41,29742.96,60604.37
96041652,496152,284793,41891.4,37709.21,79600.61
96041653,496152,284843,39562.94,36286.54,75849.48
96041654,496152,284893,71392.34,78711.26,150103.6
96041655,496152,284943,58037.49,70576.26,128613.75
96041656,496152,284993,72109.24,87706.49,159815.73
96041657,496152,285043,83782.43,97909.78,181692.21
96041658,496152,285093,60931.89,71248.33,132180.22
96041659,496152,285143,27544.48,32155.58,59700.06
96041660,496152,285193,64547.06,68526.39,133073.45
96041661,496152,285243,168689.72,179152.18,347841.9
